rxn	rxn_kegg	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes	uniprot	catalytic_enzyme	warning_ec	warning_enz	kcat	matching_score	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent	kcat_organism_score	processed
PYK	R00200	2.7.1.40	forward	ADP C10H12N5O10P2;H+;Phosphoenolpyruvate	C00008;C00080;C00074	ATP C10H12N5O13P3;Pyruvate	C00002;C00022	b1676	P0AD61	P0AD61			160.0	0	Phosphoenolpyruvate;ADP	Escherichia coli	P0AD61	25.0	7.5	wildtype	sabio_rk	100.0	0.0	True
RPE	R01529	5.1.3.1	forward	D-Ribulose 5-phosphate	C00199	D-Xylulose 5-phosphate	C00231	b3386	P0AG07	P0AG07			840.0	6	D-Ribulose 5-phosphate	Streptococcus pyogenes	Q9A1H8		7.5	wildtype	sabio_rk	35.670731707317074	0.0	True
RPE	R01529	5.1.3.1	reverse	D-Xylulose 5-phosphate	C00231	D-Ribulose 5-phosphate	C00199	b3386	P0AG07	P0AG07			1300.0	8	D-xylulose 5-phosphate	Saccharomyces cerevisiae					brenda		0.0	True
RPE	R01529	5.1.3.1	forward	D-Ribulose 5-phosphate	C00199	D-Xylulose 5-phosphate	C00231	b4301	P39362	P39362			840.0	6	D-Ribulose 5-phosphate	Streptococcus pyogenes	Q9A1H8		7.5	wildtype	sabio_rk	28.35820895522388	0.0	True
RPE	R01529	5.1.3.1	reverse	D-Xylulose 5-phosphate	C00231	D-Ribulose 5-phosphate	C00199	b4301	P39362	P39362			1300.0	8	D-xylulose 5-phosphate	Saccharomyces cerevisiae					brenda		0.0	True
CS	R00351	2.3.3.16	forward	Acetyl-CoA;H2O H2O;Oxaloacetate	C00024;C00001;C00036	Citrate;Coenzyme A;H+	C00158;C00010;C00080	b0720	P0ABH7	P0ABH7			81.0	0	Oxaloacetate;Acetyl-CoA;H2O	Escherichia coli	P0ABH7	21.0	7.8	wildtype	sabio_rk	100.0	0.0	True
CS	R00351	2.3.3.1	forward	Acetyl-CoA;H2O H2O;Oxaloacetate	C00024;C00001;C00036	Citrate;Coenzyme A;H+	C00158;C00010;C00080	b0720	P0ABH7	P0ABH7			81.0	0	Oxaloacetate;Acetyl-CoA;H2O	Escherichia coli	P0ABH7	20.0	7.8	wildtype	sabio_rk	100.0	0.0	True
CS	R00351	2.3.3.3	forward	Acetyl-CoA;H2O H2O;Oxaloacetate	C00024;C00001;C00036	Citrate;Coenzyme A;H+	C00158;C00010;C00080	b0720	P0ABH7	P0ABH7				17										True
RPI		5.3.1.6	forward	Alpha-D-Ribose 5-phosphate	C03736	D-Ribulose 5-phosphate	C00199	b2914	P0A7Z0	P0A7Z0			2100.0	4	D-Ribose 5-phosphate	Escherichia coli	P0A7Z0	37.0	7.5	wildtype	sabio_rk	100.0	0.0	True
RPI		5.3.1.6	reverse	D-Ribulose 5-phosphate	C00199	Alpha-D-Ribose 5-phosphate	C03736	b2914	P0A7Z0	P0A7Z0			2100.0	4	D-Ribose 5-phosphate	Escherichia coli	P0A7Z0	37.0	7.5	wildtype	sabio_rk	100.0	0.0	True
RPI		5.3.1.6	forward	Alpha-D-Ribose 5-phosphate	C03736	D-Ribulose 5-phosphate	C00199	b4090	P37351	P37351			6.1	9	D-allose	Brucella anthropi	A6X309	45.0	7.0	wildtype	brenda	32.01754385964912	0.0	True
RPI		5.3.1.6	reverse	D-Ribulose 5-phosphate	C00199	Alpha-D-Ribose 5-phosphate	C03736	b4090	P37351	P37351			2.0	6	D-ribulose 5-phosphate	Trypanosoma cruzi	Q4CQE2	30.0	7.6		brenda	31.06382978723404	0.0	True
SUCCt2_2			forward	H+;Succinate	C00080;C00042	H+;Succinate	C00080;C00042	b3528	P0A830	P0A830	missing			17										True
D_LACt2			forward	H+;D-Lactate	C00080;C00256	H+;D-Lactate	C00080;C00256	b2975	Q46839	Q46839	missing			17										True
D_LACt2			reverse	H+;D-Lactate	C00080;C00256	H+;D-Lactate	C00080;C00256	b2975	Q46839	Q46839	missing			17										True
D_LACt2			forward	H+;D-Lactate	C00080;C00256	H+;D-Lactate	C00080;C00256	b3603	P33231	P33231	missing			17										True
D_LACt2			reverse	H+;D-Lactate	C00080;C00256	H+;D-Lactate	C00080;C00256	b3603	P33231	P33231	missing			17										True
ENO	R00658	4.2.1.11	forward	D-Glycerate 2-phosphate	C00631	H2O H2O;Phosphoenolpyruvate	C00001;C00074	b2779	P0A6P9	P0A6P9			29.6	5	2-Phospho-D-glycerate	Oryctolagus cuniculus	P25704	25.0	7.1	wildtype	sabio_rk	43.85382059800664	0.0	True
ENO	R00658	4.2.1.11	reverse	H2O H2O;Phosphoenolpyruvate	C00001;C00074	D-Glycerate 2-phosphate	C00631	b2779	P0A6P9	P0A6P9			15.47	7	phosphoenolpyruvate	Klebsiella pneumoniae			7.8		brenda		0.0	True
SUCOAS	R00405	6.2.1.5	forward	ATP C10H12N5O13P3;Coenzyme A;Succinate	C00002;C00010;C00042	ADP C10H12N5O10P2;Phosphate;Succinyl-CoA	C00008;C00009;C00091	b0728;b0729	P0AGE9;P0A836	P0AGE9;P0A836		multiple	14.3	1	succinate	Escherichia coli K-12	P0AGE9	30.0	7.4		brenda		0.0	True
SUCOAS	R00405	6.2.1.5	reverse	ADP C10H12N5O10P2;Phosphate;Succinyl-CoA	C00008;C00009;C00091	ATP C10H12N5O13P3;Coenzyme A;Succinate	C00002;C00010;C00042	b0728;b0729	P0AGE9;P0A836	P0AGE9;P0A836		multiple	26.7	5	CoA	Escherichia coli K-12	P0AGE9	30.0	7.4		brenda		0.0	True
TALA	R01827	2.2.1.2	forward	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	D-Erythrose 4-phosphate;D-Fructose 6-phosphate	C00279;C05345	b2464	P0A867	P0A867			13.0	7	glyceraldehyde 3-phosphate	Escherichia coli		30.0	8.5	wildtype	brenda		0.0	True
TALA	R01827	2.2.1.2	reverse	D-Erythrose 4-phosphate;D-Fructose 6-phosphate	C00279;C05345	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	b2464	P0A867	P0A867			13.86	5	D-fructose 6-phosphate	Thermoplasma acidophilum	Q9HKI3	30.0	7.5	wildtype	brenda	26.525821596244132	0.0	True
TALA	R01827	2.2.1.2	forward	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	D-Erythrose 4-phosphate;D-Fructose 6-phosphate	C00279;C05345	b0008	P0A870	P0A870			13.0	7	glyceraldehyde 3-phosphate	Escherichia coli		30.0	8.5	wildtype	brenda		0.0	True
TALA	R01827	2.2.1.2	reverse	D-Erythrose 4-phosphate;D-Fructose 6-phosphate	C00279;C05345	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	b0008	P0A870	P0A870			13.86	5	D-fructose 6-phosphate	Thermoplasma acidophilum	Q9HKI3	30.0	7.5	wildtype	brenda	25.290023201856147	0.0	True
THD2		1.6.1.1	forward	H+;Nicotinamide adenine dinucleotide - reduced;Nicotinamide adenine dinucleotide phosphate	C00080;C00004;C00006	H+;Nicotinamide adenine dinucleotide;Nicotinamide adenine dinucleotide phosphate - reduced	C00080;C00003;C00005	b1602;b1603	P0AB67;P07001			none	259.5	10	thio-NAD+	Escherichia coli		35.0	7.5		brenda		0.0	True
TKT1		2.2.1.1	forward	Alpha-D-Ribose 5-phosphate;D-Xylulose 5-phosphate	C03736;C00231	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	b2935	P27302	P27302			46.3	5	D-Xylulose 5-phosphate;D-Ribose 5-phosphate	Saccharomyces cerevisiae	P23254	25.0	7.6	wildtype	sabio_rk	37.32106339468303	0.0	True
TKT1		2.2.1.1	reverse	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	Alpha-D-Ribose 5-phosphate;D-Xylulose 5-phosphate	C03736;C00231	b2935	P27302	P27302			28.642	5	sedoheptulose 7-phosphate	Scheffersomyces stipitis	P34736	25.0	8.0	wildtype	brenda	36.87436159346272	0.0	True
TKT1		2.2.1.1	forward	Alpha-D-Ribose 5-phosphate;D-Xylulose 5-phosphate	C03736;C00231	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	b2465	P33570	P33570			46.3	5	D-Xylulose 5-phosphate;D-Ribose 5-phosphate	Saccharomyces cerevisiae	P23254	25.0	7.6	wildtype	sabio_rk	38.29568788501027	0.0	True
TKT1		2.2.1.1	reverse	Glyceraldehyde 3-phosphate;Sedoheptulose 7-phosphate	C00661;C05382	Alpha-D-Ribose 5-phosphate;D-Xylulose 5-phosphate	C03736;C00231	b2465	P33570	P33570			28.642	5	sedoheptulose 7-phosphate	Scheffersomyces stipitis	P34736	25.0	8.0	wildtype	brenda	37.5639713408393	0.0	True
TKT2	R01830	2.2.1.1	forward	D-Erythrose 4-phosphate;D-Xylulose 5-phosphate	C00279;C00231	D-Fructose 6-phosphate;Glyceraldehyde 3-phosphate	C05345;C00661	b2935	P27302	P27302			46.3	5	D-Xylulose 5-phosphate;D-Ribose 5-phosphate	Saccharomyces cerevisiae	P23254	25.0	7.6	wildtype	sabio_rk	37.32106339468303	0.0	True
TKT2	R01830	2.2.1.1	reverse	D-Fructose 6-phosphate;Glyceraldehyde 3-phosphate	C05345;C00661	D-Erythrose 4-phosphate;D-Xylulose 5-phosphate	C00279;C00231	b2935	P27302	P27302			26.87	5	D-fructose 6-phosphate	Scheffersomyces stipitis	P34736	25.0	8.0	wildtype	brenda	36.87436159346272	0.0	True
TKT2	R01830	2.2.1.1	forward	D-Erythrose 4-phosphate;D-Xylulose 5-phosphate	C00279;C00231	D-Fructose 6-phosphate;Glyceraldehyde 3-phosphate	C05345;C00661	b2465	P33570	P33570			46.3	5	D-Xylulose 5-phosphate;D-Ribose 5-phosphate	Saccharomyces cerevisiae	P23254	25.0	7.6	wildtype	sabio_rk	38.29568788501027	0.0	True
TKT2	R01830	2.2.1.1	reverse	D-Fructose 6-phosphate;Glyceraldehyde 3-phosphate	C05345;C00661	D-Erythrose 4-phosphate;D-Xylulose 5-phosphate	C00279;C00231	b2465	P33570	P33570			26.87	5	D-fructose 6-phosphate	Scheffersomyces stipitis	P34736	25.0	8.0	wildtype	brenda	37.5639713408393	0.0	True
TPI	R01015	5.3.1.1	forward	Dihydroxyacetone phosphate	C00111	Glyceraldehyde 3-phosphate	C00661	b3919	P0A858	P0A858			600.0	5	Glycerone phosphate	Gallus gallus	P00940	30.0	7.6	wildtype	sabio_rk	38.18681318681319	0.0	True
TPI	R01015	5.3.1.1	reverse	Glyceraldehyde 3-phosphate	C00661	Dihydroxyacetone phosphate	C00111	b3919	P0A858	P0A858			1306.0	5	D-Glyceraldehyde 3-phosphate	Gemmata obscuriglobus	A0A0M3KL18	25.0	8.0	wildtype	sabio_rk	38.21138211382114	0.0	True
FBA	R01068	4.1.2.13	forward	D-Fructose 1,6-bisphosphate	C00354	Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate	C00111;C00661	b2097	P0A991	P0A991			3.166667	0	D-Fructose 1,6-bisphosphate	Escherichia coli	P0A991	30.0	8.0	wildtype	sabio_rk	100.0	0.0	True
FBA	R01068	4.1.2.13	reverse	Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate	C00111;C00661	D-Fructose 1,6-bisphosphate	C00354	b2097	P0A991	P0A991			3.166667	4	D-Fructose 1,6-bisphosphate	Escherichia coli	P0A991	30.0	8.0	wildtype	sabio_rk	100.0	0.0	True
FBA	R01068	4.1.2.13	forward	D-Fructose 1,6-bisphosphate	C00354	Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate	C00111;C00661	b1773	P77704	P77704			0.7	5	D-fructose 1,6-bisphosphate	Helicobacter pylori	P56109	25.0	7.4	wildtype	brenda	29.424778761061948	0.0	True
FBA	R01068	4.1.2.13	reverse	Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate	C00111;C00661	D-Fructose 1,6-bisphosphate	C00354	b1773	P77704	P77704			2.833333	5	D-Glyceraldehyde 3-phosphate;Glycerone phosphate	Escherichia coli	P0AB71	30.0	8.0	wildtype	sabio_rk	24.4140625	0.0	True
FBA	R01068	4.1.2.13	forward	D-Fructose 1,6-bisphosphate	C00354	Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate	C00111;C00661	b2925	P0AB71	P0AB71			30.33333	0	D-Fructose 1,6-bisphosphate	Escherichia coli	P0AB71	30.0	8.0	wildtype	sabio_rk	100.0	0.0	True
FBA	R01068	4.1.2.13	reverse	Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate	C00111;C00661	D-Fructose 1,6-bisphosphate	C00354	b2925	P0AB71	P0AB71			2.833333	0	D-Glyceraldehyde 3-phosphate;Glycerone phosphate	Escherichia coli	P0AB71	30.0	8.0	wildtype	sabio_rk	100.0	0.0	True
FBP		3.1.3.11	forward	D-Fructose 1,6-bisphosphate;H2O H2O	C00354;C00001	D-Fructose 6-phosphate;Phosphate	C05345;C00009	b3925	P0A9C9	P0A9C9			5.7	2	D-fructose 1,6-bisphosphate	Escherichia coli	P0A9C9	37.0	9.0	wildtype	brenda	100.0	0.0	True
FBP		3.1.3.11	forward	D-Fructose 1,6-bisphosphate;H2O H2O	C00354;C00001	D-Fructose 6-phosphate;Phosphate	C05345;C00009	b4232	P0A993	P0A993			26.0	0	H2O;D-Fructose 1,6-bisphosphate	Escherichia coli	P0A993	22.0	7.5	wildtype	sabio_rk	100.0	0.0	True
FORt2			forward	Formate;H+	C00058;C00080	Formate;H+	C00058;C00080	b0904	P0AC23	P0AC23	missing			17										True
FORt2			forward	Formate;H+	C00058;C00080	Formate;H+	C00058;C00080	b2492	P77733	P77733	missing			17										True
FORt			forward	Formate	C00058	Formate	C00058	b0904	P0AC23	P0AC23	missing			17										True
FORt			forward	Formate	C00058	Formate	C00058	b2492	P77733	P77733	missing			17										True
FUM	R01082	4.2.1.2	forward	Fumarate;H2O H2O	C00122;C00001	L-Malate	C00149	b1612	P0AC33	P0AC33			3100.0	4	L-Malate	Escherichia coli	P0AC33	25.0	7.5	wildtype	sabio_rk	100.0	0.0	True
FUM	R01082	4.2.1.2	reverse	L-Malate	C00149	Fumarate;H2O H2O	C00122;C00001	b1612	P0AC33	P0AC33			3100.0	0	L-Malate	Escherichia coli	P0AC33	25.0	7.5	wildtype	sabio_rk	100.0	0.0	True
FUM	R01082	4.2.1.2	forward	Fumarate;H2O H2O	C00122;C00001	L-Malate	C00149	b4122	P14407	P14407			730.0	5	H2O;Fumarate	Corynebacterium glutamicum	Q8NRN8	20.0	7.0	wildtype	sabio_rk	24.05832320777643	0.0	True
FUM	R01082	4.2.1.2	reverse	L-Malate	C00149	Fumarate;H2O H2O	C00122;C00001	b4122	P14407	P14407			3100.0	5	L-Malate	Escherichia coli	P0AC33	25.0	7.5	wildtype	sabio_rk	82.36272878535773	0.0	True
FUM	R01082	4.2.1.2	forward	Fumarate;H2O H2O	C00122;C00001	L-Malate	C00149	b1611	P05042	P05042			1149.0	1	H2O;Fumarate	Escherichia coli	P05042		7.9	wildtype	sabio_rk	100.0	0.0	True
FUM	R01082	4.2.1.2	reverse	L-Malate	C00149	Fumarate;H2O H2O	C00122;C00001	b1611	P05042	P05042			595.2	1	L-Malate	Escherichia coli	P05042		7.9	wildtype	sabio_rk	100.0	0.0	True
FUMt2_2			forward	Fumarate;H+	C00122;C00080	Fumarate;H+	C00122;C00080	b3528	P0A830	P0A830	missing			17										True
G6PDH2r	R00835	1.1.1.363	forward	D-Glucose 6-phosphate;Nicotinamide adenine dinucleotide phosphate	C00092;C00006	6-phospho-D-glucono-1,5-lactone;H+;Nicotinamide adenine dinucleotide phosphate - reduced	C01236;C00080;C00005	b1852	P0AC53	P0AC53			1125.0	5	D-glucose 6-phosphate	Leuconostoc mesenteroides	P11411	25.0	7.6	wildtype	brenda	29.920212765957448	0.0	True
G6PDH2r	R00835	1.1.1.363	reverse	6-phospho-D-glucono-1,5-lactone;H+;Nicotinamide adenine dinucleotide phosphate - reduced	C01236;C00080;C00005	D-Glucose 6-phosphate;Nicotinamide adenine dinucleotide phosphate	C00092;C00006	b1852	P0AC53	P0AC53			1125.0	9	D-glucose 6-phosphate	Leuconostoc mesenteroides	P11411	25.0	7.6	wildtype	brenda	29.920212765957448	0.0	True
G6PDH2r	R00835	1.1.1.49	forward	D-Glucose 6-phosphate;Nicotinamide adenine dinucleotide phosphate	C00092;C00006	6-phospho-D-glucono-1,5-lactone;H+;Nicotinamide adenine dinucleotide phosphate - reduced	C01236;C00080;C00005	b1852	P0AC53	P0AC53			288.0	0	D-Glucose 6-phosphate;NAD+	Escherichia coli	P0AC53	25.0	8.0	wildtype	sabio_rk	100.0	0.0	True
G6PDH2r	R00835	1.1.1.49	reverse	6-phospho-D-glucono-1,5-lactone;H+;Nicotinamide adenine dinucleotide phosphate - reduced	C01236;C00080;C00005	D-Glucose 6-phosphate;Nicotinamide adenine dinucleotide phosphate	C00092;C00006	b1852	P0AC53	P0AC53			288.0	4	D-Glucose 6-phosphate;NAD+	Escherichia coli	P0AC53	25.0	8.0	wildtype	sabio_rk	100.0	0.0	True
GAPD	R01061	1.2.1.12	forward	Glyceraldehyde 3-phosphate;Nicotinamide adenine dinucleotide;Phosphate	C00661;C00003;C00009	3-Phospho-D-glyceroyl phosphate;H+;Nicotinamide adenine dinucleotide - reduced	C00236;C00080;C00004	b1779	P0A9B2	P0A9B2			268.0	2	D-Glyceraldehyde 3-phosphate;Phosphate;NAD+	Escherichia coli	P0A9B2	22.0	8.9	wildtype	sabio_rk	100.0	0.0	True
GAPD	R01061	1.2.1.12	reverse	3-Phospho-D-glyceroyl phosphate;H+;Nicotinamide adenine dinucleotide - reduced	C00236;C00080;C00004	Glyceraldehyde 3-phosphate;Nicotinamide adenine dinucleotide;Phosphate	C00661;C00003;C00009	b1779	P0A9B2	P0A9B2			73.56	5	3-phospho-D-glyceroyl phosphate	Oryza sativa	Q0J8A4	25.0	7.6	wildtype	brenda	52.860411899313505	0.0	True
GAPD	R01061	1.2.1.59	forward	Glyceraldehyde 3-phosphate;Nicotinamide adenine dinucleotide;Phosphate	C00661;C00003;C00009	3-Phospho-D-glyceroyl phosphate;H+;Nicotinamide adenine dinucleotide - reduced	C00236;C00080;C00004	b1779	P0A9B2	P0A9B2			8.0	7	NADP+;Phosphate;D-Glyceraldehyde 3-phosphate	Bacillus subtilis	O34425	25.0	9.2	wildtype	sabio_rk	40.37656903765691	0.0	True
GAPD	R01061	1.2.1.59	reverse	3-Phospho-D-glyceroyl phosphate;H+;Nicotinamide adenine dinucleotide - reduced	C00236;C00080;C00004	Glyceraldehyde 3-phosphate;Nicotinamide adenine dinucleotide;Phosphate	C00661;C00003;C00009	b1779	P0A9B2	P0A9B2			8.0	11	NADP+;Phosphate;D-Glyceraldehyde 3-phosphate	Bacillus subtilis	O34425	25.0	9.2	wildtype	sabio_rk	40.37656903765691	0.0	True
GLNS	R00253	6.3.1.2	forward	ATP C10H12N5O13P3;L-Glutamate;Ammonium	C00002;C00025;C00014	ADP C10H12N5O10P2;L-Glutamine;H+;Phosphate	C00008;C00064;C00080;C00009	b3870	P0A9C5	P0A9C5			50.0	2	L-Glutamate;ATP;NH3	Escherichia coli	P0A9C5			wildtype	sabio_rk	100.0	0.0	True
GLNS	R00253	6.3.1.2	forward	ATP C10H12N5O13P3;L-Glutamate;Ammonium	C00002;C00025;C00014	ADP C10H12N5O10P2;L-Glutamine;H+;Phosphate	C00008;C00064;C00080;C00009	b1297	P78061	P78061			42.0	5	L-glutamate	Trichormus azollae	Q9RHZ1	30.0	7.0	wildtype	brenda	24.966974900924704	0.0	True
GLUDy	R00248	1.4.1.13	forward	L-Glutamate;H2O H2O;Nicotinamide adenine dinucleotide phosphate	C00025;C00001;C00006	2-Oxoglutarate;H+;Nicotinamide adenine dinucleotide phosphate - reduced;Ammonium	C00026;C00080;C00005;C00014	b1761	P00370	P00370			0.22	9	NADH;H+;Iodonitrotetrazolium	Azospirillum brasilense	Q05756	25.0	7.5	wildtype	sabio_rk	24.03204272363151	0.0	True
GLUDy	R00248	1.4.1.13	reverse	2-Oxoglutarate;H+;Nicotinamide adenine dinucleotide phosphate - reduced;Ammonium	C00026;C00080;C00005;C00014	L-Glutamate;H2O H2O;Nicotinamide adenine dinucleotide phosphate	C00025;C00001;C00006	b1761	P00370	P00370			0.22	5	NADH;H+;Iodonitrotetrazolium	Azospirillum brasilense	Q05756	25.0	7.5	wildtype	sabio_rk	24.03204272363151	0.0	True
GLUDy	R00248	1.4.1.3	forward	L-Glutamate;H2O H2O;Nicotinamide adenine dinucleotide phosphate	C00025;C00001;C00006	2-Oxoglutarate;H+;Nicotinamide adenine dinucleotide phosphate - reduced;Ammonium	C00026;C00080;C00005;C00014	b1761	P00370	P00370			399.6	7	H2O;L-Glutamate;NADP+	Pyrococcus horikoshii	P0CL73	90.0	7.6	wildtype	sabio_rk	29.017857142857142	0.0	True
GLUDy	R00248	1.4.1.3	reverse	2-Oxoglutarate;H+;Nicotinamide adenine dinucleotide phosphate - reduced;Ammonium	C00026;C00080;C00005;C00014	L-Glutamate;H2O H2O;Nicotinamide adenine dinucleotide phosphate	C00025;C00001;C00006	b1761	P00370	P00370			130.0	5	2-oxoglutarate	Homo sapiens		25.0	8.0	wildtype	brenda		0.0	True
GLUDy	R00248	1.4.1.4	forward	L-Glutamate;H2O H2O;Nicotinamide adenine dinucleotide phosphate	C00025;C00001;C00006	2-Oxoglutarate;H+;Nicotinamide adenine dinucleotide phosphate - reduced;Ammonium	C00026;C00080;C00005;C00014	b1761	P00370	P00370			17.1	0	L-glutamate	Escherichia coli	P00370	22.0	8.0	wildtype	brenda	100.0	0.0	True
GLUDy	R00248	1.4.1.4	reverse	2-Oxoglutarate;H+;Nicotinamide adenine dinucleotide phosphate - reduced;Ammonium	C00026;C00080;C00005;C00014	L-Glutamate;H2O H2O;Nicotinamide adenine dinucleotide phosphate	C00025;C00001;C00006	b1761	P00370	P00370			17.1	4	L-glutamate	Escherichia coli	P00370	22.0	8.0	wildtype	brenda	100.0	0.0	True
GLUN	R00256	6.3.5.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			3.05	6	L-glutamine	Mycobacterium tuberculosis		40.0	7.5		brenda		0.0	True
GLUN	R00256	6.3.5.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			3.05	6	L-glutamine	Mycobacterium tuberculosis		40.0	7.5		brenda		0.0	True
GLUN	R00256	6.3.5.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1524	P0A6W0	P0A6W0			3.05	6	L-glutamine	Mycobacterium tuberculosis		40.0	7.5		brenda		0.0	True
GLUN	R00256	4.3.3.6	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			0.0295	5	L-glutamine	Bacillus subtilis		37.0	7.5	wildtype	brenda		0.0	True
GLUN	R00256	4.3.3.6	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			0.0295	5	L-glutamine	Bacillus subtilis		37.0	7.5	wildtype	brenda		0.0	True
GLUN	R00256	4.3.3.6	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1524	P0A6W0	P0A6W0			0.0295	5	L-glutamine	Bacillus subtilis		37.0	7.5	wildtype	brenda		0.0	True
GLUN	R00256	6.3.5.5	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			5.6	5	L-Glutamine;Hydrogencarbonate;ATP;H2O	Escherichia coli	P0A6F1;P00968;P00968	25.0	7.6	wildtype	sabio_rk	23.5207100591716	0.0	True
GLUN	R00256	6.3.5.5	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			5.6	5	L-Glutamine;Hydrogencarbonate;ATP;H2O	Escherichia coli	P0A6F1;P00968;P00968	25.0	7.6	wildtype	sabio_rk	22.912966252220247	0.0	True
GLUN	R00256	6.3.5.5	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1524	P0A6W0	P0A6W0			5.6	5	L-Glutamine;Hydrogencarbonate;ATP;H2O	Escherichia coli	P0A6F1;P00968;P00968	25.0	7.6	wildtype	sabio_rk	23.655913978494624	0.0	True
GLUN	R00256	1.4.7.1	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			137.0	8	L-glutamine	Oryza sativa					brenda		0.0	True
GLUN	R00256	1.4.7.1	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			137.0	8	L-glutamine	Oryza sativa					brenda		0.0	True
GLUN	R00256	1.4.7.1	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1524	P0A6W0	P0A6W0			137.0	8	L-glutamine	Oryza sativa					brenda		0.0	True
GLUN	R00256	6.3.5.4	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			4.51	6	L-glutamine	Leishmania infantum	A4I213	37.0	7.6		brenda	22.67884322678843	0.0	True
GLUN	R00256	6.3.5.4	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			4.51	6	L-glutamine	Leishmania infantum	A4I213	37.0	7.6		brenda	22.324723247232473	0.0	True
GLUN	R00256	6.3.5.4	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1524	P0A6W0	P0A6W0			4.51	6	L-glutamine	Leishmania infantum	A4I213	37.0	7.6		brenda	22.86245353159851	0.0	True
GLUN	R00256	3.5.1.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			0.1666667	5	L-Glutamine;H2O	Escherichia coli	P17169	37.0	7.5	wildtype	sabio_rk	22.916666666666668	0.0	True
GLUN	R00256	3.5.1.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			101.0	3	L-glutamine	Escherichia coli	P77454				brenda	100.0	0.0	True
GLUN	R00256	3.5.1.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1524	P0A6W0	P0A6W0			101.0	3	L-glutamine	Escherichia coli	P0A6W0				brenda	100.0	0.0	True
GLUN	R00256	6.3.4.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b1812	P05041	P05041			5.7	5	H2O;ATP;UTP;L-Glutamine	Lactococcus lactis	Q9CI75	30.0	8.0	wildtype	sabio_rk	23.3458177278402	0.0	True
GLUN	R00256	6.3.4.2	forward	L-Glutamine;H2O H2O	C00064;C00001	L-Glutamate;Ammonium	C00025;C00014	b0485	P77454	P77454			6.1	5	L-Glutamine;UTP;ATP;H2O	Escherichia coli	P0A7E5	37.0	8.0	wildtype	sabio_rk	21.794871794871796	0.0	True
